Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment
126,1,35.14,1,1,1,111,이탈 고객
37,1,162.97,4,1,4,414,관심 고객
10,1,1134.4,5,1,5,515,관심 고객
69,1,103.36,3,1,3,313,관심 고객
39,1,1472.47,4,1,5,415,관심 고객
81,1,195.08,3,1,4,314,관심 고객
77,1,127.0,3,1,3,313,관심 고객
109,1,613.25,2,1,5,215,이탈 위험 고객
35,1,99.22,4,1,3,413,관심 고객
79,1,109.35,3,1,3,313,관심 고객
32,1,65.01,4,1,2,412,신규 고객
55,1,58.08,4,1,1,411,신규 고객
122,1,37.78,1,1,1,111,이탈 고객
3,1,75.46,5,1,2,512,신규 고객
54,1,70.89,4,1,2,412,신규 고객
114,1,103.39,2,1,3,213,이탈 위험 고객
24,1,82.35,5,1,2,512,신규 고객
58,1,31.13,4,1,1,411,신규 고객
84,1,307.34,3,1,5,315,관심 고객
23,1,193.02,5,1,4,514,관심 고객
46,1,214.77,4,1,4,414,관심 고객
129,1,157.91,1,1,4,114,이탈 위험 고객
117,1,138.74,2,1,3,213,이탈 위험 고객
105,1,123.39,2,1,3,213,이탈 위험 고객
85,1,62.39,3,1,2,312,이탈 위험 고객
120,1,209.32,1,1,4,114,이탈 위험 고객
69,1,526.67,3,1,5,315,관심 고객
77,1,215.55,3,1,4,314,관심 고객
121,1,379.97,1,1,5,115,이탈 위험 고객
123,1,51.55,1,1,1,111,이탈 고객
81,1,42.47,3,1,1,311,신규 고객
141,1,63.13,1,1,2,112,이탈 고객
86,1,305.32,3,1,5,315,관심 고객
104,1,415.02,2,1,5,215,이탈 위험 고객
122,1,664.02,1,1,5,115,이탈 위험 고객
37,1,198.03,4,1,4,414,관심 고객
111,1,215.36,2,1,4,214,이탈 위험 고객
70,1,872.43,3,1,5,315,관심 고객
52,1,554.76,4,1,5,415,관심 고객
122,1,98.95,1,1,3,113,이탈 위험 고객
76,1,33.13,3,1,1,311,신규 고객
87,1,32.38,3,1,1,311,신규 고객
38,1,44.99,4,1,1,411,신규 고객
67,1,58.89,3,1,2,312,이탈 위험 고객
110,1,37.61,2,1,1,211,이탈 고객
39,1,166.14,4,1,4,414,관심 고객
47,1,62.3,4,1,2,412,신규 고객
36,1,190.38,4,1,4,414,관심 고객
106,1,309.8,2,1,5,215,이탈 위험 고객
129,1,177.82,1,1,4,114,이탈 위험 고객
112,1,55.22,2,1,1,211,이탈 고객
37,1,396.0,4,1,5,415,관심 고객
108,1,209.2,2,1,4,214,이탈 위험 고객
25,1,152.95,5,1,4,514,관심 고객
107,1,220.36,2,1,4,214,이탈 위험 고객
136,1,90.99,1,1,2,112,이탈 고객
15,1,74.29,5,1,2,512,신규 고객
107,1,38.72,2,1,1,211,이탈 고객
129,1,93.92,1,1,2,112,이탈 고객
47,1,665.44,4,1,5,415,관심 고객
22,1,53.02,5,1,1,511,신규 고객
7,1,161.79,5,1,4,514,관심 고객
44,1,27.39,4,1,1,411,신규 고객
100,1,177.89,2,1,4,214,이탈 위험 고객
22,1,78.42,5,1,2,512,신규 고객
8,1,144.49,5,1,3,513,관심 고객
75,1,67.43,3,1,2,312,이탈 위험 고객
119,1,31.38,1,1,1,111,이탈 고객
88,1,100.22,3,1,3,313,관심 고객
49,1,234.47,4,1,4,414,관심 고객
76,1,58.65,3,1,2,312,이탈 위험 고객
105,1,1022.65,2,1,5,215,이탈 위험 고객
37,1,64.34,4,1,2,412,신규 고객
116,1,158.45,2,1,4,214,이탈 위험 고객
73,1,592.88,3,1,5,315,관심 고객
80,1,318.32,3,1,5,315,관심 고객
73,1,206.97,3,1,4,314,관심 고객
49,1,176.2,4,1,4,414,관심 고객
55,1,554.35,4,1,5,415,관심 고객
120,1,418.68,1,1,5,115,이탈 위험 고객
89,1,229.28,2,1,4,214,이탈 위험 고객
60,1,268.84,3,1,5,315,관심 고객
83,1,46.13,3,1,1,311,신규 고객
44,1,62.99,4,1,2,412,신규 고객
26,1,54.98,5,1,1,511,신규 고객
68,1,58.95,3,1,2,312,이탈 위험 고객
32,1,57.11,4,1,1,411,신규 고객
76,1,71.71,3,1,2,312,이탈 위험 고객
102,1,103.65,2,1,3,213,이탈 위험 고객
8,1,60.38,5,1,2,512,신규 고객
80,1,200.45,3,1,4,314,관심 고객
70,1,364.78,3,1,5,315,관심 고객
35,1,81.85,4,1,2,412,신규 고객
8,1,62.91,5,1,2,512,신규 고객
106,1,27.38,2,1,1,211,이탈 고객
108,1,89.61,2,1,2,212,이탈 고객
112,1,89.41,2,1,2,212,이탈 고객
52,1,37.46,4,1,1,411,신규 고객
25,1,103.35,5,1,3,513,관심 고객
29,1,701.85,5,1,5,515,관심 고객
101,1,57.29,2,1,1,211,이탈 고객
14,1,56.2,5,1,1,511,신규 고객
110,1,48.77,2,1,1,211,이탈 고객
46,1,72.6,4,1,2,412,신규 고객
87,1,47.38,3,1,1,311,신규 고객
23,1,32.32,5,1,1,511,신규 고객
13,1,103.93,5,1,3,513,관심 고객
94,1,161.68,2,1,4,214,이탈 위험 고객
37,1,124.88,4,1,3,413,관심 고객
121,1,63.7,1,1,2,112,이탈 고객
128,1,107.46,1,1,3,113,이탈 위험 고객
26,1,220.49,5,1,4,514,관심 고객
99,1,47.23,2,1,1,211,이탈 고객
30,1,105.62,5,1,3,513,관심 고객
113,1,35.77,2,1,1,211,이탈 고객
73,1,109.72,3,1,3,313,관심 고객
116,1,175.99,2,1,4,214,이탈 위험 고객
135,1,138.28,1,1,3,113,이탈 위험 고객
98,1,84.16,2,1,2,212,이탈 고객
36,1,256.87,4,1,5,415,관심 고객
61,1,69.7,3,1,2,312,이탈 위험 고객
43,1,37.25,4,1,1,411,신규 고객
28,1,44.17,5,1,1,511,신규 고객
40,1,341.09,4,1,5,415,관심 고객
110,1,168.19,2,1,4,214,이탈 위험 고객
69,1,138.84,3,1,3,313,관심 고객
111,1,192.26,2,1,4,214,이탈 위험 고객
31,1,513.27,4,1,5,415,관심 고객
65,1,166.05,3,1,4,314,관심 고객
75,1,239.76,3,1,4,314,관심 고객
87,1,183.3,3,1,4,314,관심 고객
28,1,221.81,5,1,4,514,관심 고객
46,1,223.44,4,1,4,414,관심 고객
61,1,175.72,3,1,4,314,관심 고객
66,1,59.37,3,1,2,312,이탈 위험 고객
39,1,80.51,4,1,2,412,신규 고객
127,1,505.68,1,1,5,115,이탈 위험 고객
84,2,203.32999999999998,3,5,4,354,충성 고객
18,1,141.97,5,1,3,513,관심 고객
27,1,305.36,5,1,5,515,관심 고객
135,1,77.73,1,1,2,112,이탈 고객
58,1,531.16,4,1,5,415,관심 고객
109,1,54.81,2,1,1,211,이탈 고객
14,1,293.38,5,1,5,515,관심 고객
66,1,186.47,3,1,4,314,관심 고객
107,1,133.54,2,1,3,213,이탈 위험 고객
65,1,50.24,3,1,1,311,신규 고객
87,1,550.53,3,1,5,315,관심 고객
89,1,227.72,2,1,4,214,이탈 위험 고객
100,1,107.57,2,1,3,213,이탈 위험 고객
16,1,135.13,5,1,3,513,관심 고객
27,1,99.16,5,1,3,513,관심 고객
23,1,89.77,5,1,2,512,신규 고객
38,1,209.08,4,1,4,414,관심 고객
23,1,153.31,5,1,4,514,관심 고객
113,1,1235.52,2,1,5,215,이탈 위험 고객
67,1,32.7,3,1,1,311,신규 고객
21,1,108.17,5,1,3,513,관심 고객
77,1,258.69,3,1,5,315,관심 고객
81,1,21.04,3,1,1,311,신규 고객
170,1,867.95,1,1,5,115,이탈 위험 고객
118,1,136.31,1,1,3,113,이탈 위험 고객
65,1,93.33,3,1,2,312,이탈 위험 고객
121,1,92.87,1,1,2,112,이탈 고객
11,1,43.27,5,1,1,511,신규 고객
128,1,145.5,1,1,3,113,이탈 위험 고객
17,1,170.91,5,1,4,514,관심 고객
79,1,514.63,3,1,5,315,관심 고객
120,1,161.45,1,1,4,114,이탈 위험 고객
53,1,66.66,4,1,2,412,신규 고객
21,1,266.84,5,1,5,515,관심 고객
43,1,681.12,4,1,5,415,관심 고객
29,1,1063.46,5,1,5,515,관심 고객
135,1,117.69,1,1,3,113,이탈 위험 고객
53,1,101.7,4,1,3,413,관심 고객
43,1,48.3,4,1,1,411,신규 고객
115,1,99.9,2,1,3,213,이탈 위험 고객
17,1,220.59,5,1,4,514,관심 고객
85,1,515.88,3,1,5,315,관심 고객
7,1,22.29,5,1,1,511,신규 고객
112,1,128.48,2,1,3,213,이탈 위험 고객
10,1,62.25,5,1,2,512,신규 고객
123,1,99.9,1,1,3,113,이탈 위험 고객
97,1,839.61,2,1,5,215,이탈 위험 고객
31,2,551.23,4,5,5,455,충성 고객
80,1,511.63,3,1,5,315,관심 고객
127,1,323.15,1,1,5,115,이탈 위험 고객
102,1,179.19,2,1,4,214,이탈 위험 고객
59,1,125.77,4,1,3,413,관심 고객
107,1,138.72,2,1,3,213,이탈 위험 고객
129,1,144.82,1,1,3,113,이탈 위험 고객
116,1,158.53,2,1,4,214,이탈 위험 고객
141,1,165.03,1,1,4,114,이탈 위험 고객
23,1,82.95,5,1,2,512,신규 고객
66,1,138.87,3,1,3,313,관심 고객
63,1,188.31,3,1,4,314,관심 고객
79,1,50.03,3,1,1,311,신규 고객
123,1,1735.8600000000001,1,1,5,115,이탈 위험 고객
45,1,145.88,4,1,3,413,관심 고객
118,1,68.15,1,1,2,112,이탈 고객
79,1,46.16,3,1,1,311,신규 고객
23,1,223.19,5,1,4,514,관심 고객
21,1,146.13,5,1,3,513,관심 고객
66,1,733.53,3,1,5,315,관심 고객
18,1,523.2,5,1,5,515,관심 고객
134,1,72.85,1,1,2,112,이탈 고객
72,1,40.27,3,1,1,311,신규 고객
9,1,490.99,5,1,5,515,관심 고객
68,1,320.03999999999996,3,1,5,315,관심 고객
136,1,105.66,1,1,3,113,이탈 위험 고객
70,1,356.39,3,1,5,315,관심 고객
81,1,106.5,3,1,3,313,관심 고객
16,1,161.51,5,1,4,514,관심 고객
81,1,41.53,3,1,1,311,신규 고객
119,1,87.35,1,1,2,112,이탈 고객
59,1,52.43,4,1,1,411,신규 고객
67,1,473.4,3,1,5,315,관심 고객
44,1,114.47,4,1,3,413,관심 고객
21,1,43.27,5,1,1,511,신규 고객
45,1,130.01,4,1,3,413,관심 고객
15,1,616.26,5,1,5,515,관심 고객
87,1,187.15,3,1,4,314,관심 고객
32,1,318.8,4,1,5,415,관심 고객
36,1,108.96,4,1,3,413,관심 고객
103,1,69.9,2,1,2,212,이탈 고객
58,1,757.36,4,1,5,415,관심 고객
39,1,134.71,4,1,3,413,관심 고객
66,1,275.4,3,1,5,315,관심 고객
32,1,26.19,4,1,1,411,신규 고객
17,1,128.09,5,1,3,513,관심 고객
100,1,81.24,2,1,2,212,이탈 고객
3,1,201.72,5,1,4,514,관심 고객
103,1,139.71,2,1,3,213,이탈 위험 고객
125,1,69.9,1,1,2,112,이탈 고객
57,1,78.52,4,1,2,412,신규 고객
17,1,540.52,5,1,5,515,관심 고객
78,1,113.61,3,1,3,313,관심 고객
16,1,169.05,5,1,4,514,관심 고객
29,1,66.67,5,1,2,512,신규 고객
143,1,175.1,1,1,4,114,이탈 위험 고객
57,1,318.19,4,1,5,415,관심 고객
19,1,51.93,5,1,1,511,신규 고객
30,1,260.5,5,1,5,515,관심 고객
19,1,281.58,5,1,5,515,관심 고객
109,1,430.96,2,1,5,215,이탈 위험 고객
128,1,69.9,1,1,2,112,이탈 고객
45,1,519.68,4,1,5,415,관심 고객
129,1,309.05,1,1,5,115,이탈 위험 고객
124,1,95.44,1,1,2,112,이탈 고객
102,1,38.28,2,1,1,211,이탈 고객
104,1,68.18,2,1,2,212,이탈 고객
120,1,114.68,1,1,3,113,이탈 위험 고객
19,1,134.32,5,1,3,513,관심 고객
68,1,203.72,3,1,4,314,관심 고객
61,1,45.81,3,1,1,311,신규 고객
21,1,58.46,5,1,2,512,신규 고객
70,1,45.78,3,1,1,311,신규 고객
44,1,83.53,4,1,2,412,신규 고객
87,1,89.36,3,1,2,312,이탈 위험 고객
84,1,210.03,3,1,4,314,관심 고객
138,1,76.09,1,1,2,112,이탈 고객
26,1,44.49,5,1,1,511,신규 고객
120,1,199.04,1,1,4,114,이탈 위험 고객
79,1,83.21,3,1,2,312,이탈 위험 고객
52,1,99.26,4,1,3,413,관심 고객
42,1,163.12,4,1,4,414,관심 고객
43,1,141.97,4,1,3,413,관심 고객
44,1,68.05,4,1,2,412,신규 고객
62,1,133.4,3,1,3,313,관심 고객
127,1,71.99,1,1,2,112,이탈 고객
41,1,170.0,4,1,4,414,관심 고객
64,1,34.92,3,1,1,311,신규 고객
103,1,26.61,2,1,1,211,이탈 고객
78,1,58.37,3,1,1,311,신규 고객
102,1,267.01,2,1,5,215,이탈 위험 고객
79,1,264.84,3,1,5,315,관심 고객
22,1,599.36,5,1,5,515,관심 고객
63,1,54.37,3,1,1,311,신규 고객
7,1,38.23,5,1,1,511,신규 고객
56,1,137.73,4,1,3,413,관심 고객
21,1,51.88,5,1,1,511,신규 고객
68,1,50.27,3,1,1,311,신규 고객
122,1,37.79,1,1,1,111,이탈 고객
113,1,43.38,2,1,1,211,이탈 고객
113,1,156.93,2,1,4,214,이탈 위험 고객
23,1,328.64,5,1,5,515,관심 고객
58,1,111.78,4,2,3,423,잠재적 충성고객
115,1,92.6,2,2,2,222,이탈 고객
120,1,197.07,1,2,4,124,이탈 위험 고객
108,1,67.23,2,2,2,222,이탈 고객
28,1,246.52,5,2,4,524,관심 고객
8,1,265.76,5,2,5,525,관심 고객
120,1,163.69,1,2,4,124,이탈 위험 고객
67,1,142.54,3,2,3,323,잠재적 충성고객
15,1,96.65,5,2,2,522,관심 고객
69,1,55.28,3,2,1,321,이탈 위험 고객
113,1,78.2,2,2,2,222,이탈 고객
86,1,172.88,3,2,4,324,관심 고객
77,1,80.22,3,2,2,322,이탈 고객
114,1,40.13,2,2,1,221,이탈 위험 고객
118,1,215.15,1,2,4,124,이탈 위험 고객
16,1,97.36,5,2,2,522,관심 고객
11,1,40.28,5,2,1,521,관심 고객
110,1,24.28,2,2,1,221,이탈 위험 고객
93,1,96.88,2,2,2,222,이탈 고객
71,1,91.21,3,2,2,322,이탈 고객
130,1,67.36,1,2,2,122,이탈 고객
152,1,173.53,1,2,4,124,이탈 위험 고객
65,1,98.29,3,2,3,323,잠재적 충성고객
114,1,94.64,2,2,2,222,이탈 고객
29,1,79.63,5,2,2,522,관심 고객
35,1,223.19,4,2,4,424,관심 고객
33,1,133.26,4,2,3,423,잠재적 충성고객
45,1,64.43,4,2,2,422,신규 고객
101,1,52.38,2,2,1,221,이탈 위험 고객
39,1,400.5,4,2,5,425,관심 고객
20,1,265.76,5,2,5,525,관심 고객
108,1,544.56,2,2,5,225,이탈 위험 고객
105,1,83.23,2,2,2,222,이탈 고객
107,1,606.46,2,2,5,225,이탈 위험 고객
36,1,51.82,4,2,1,421,신규 고객
26,1,238.61,5,2,4,524,관심 고객
40,1,224.29,4,2,4,424,관심 고객
144,1,66.25,1,2,2,122,이탈 고객
49,1,38.14,4,2,1,421,신규 고객
107,1,74.21,2,2,2,222,이탈 고객
15,1,91.16,5,2,2,522,관심 고객
93,1,131.36,2,2,3,223,이탈 고객
58,1,847.38,4,2,5,425,관심 고객
33,1,252.25,4,2,5,425,관심 고객
87,1,102.53,3,2,3,323,잠재적 충성고객
72,1,305.68,3,2,5,325,관심 고객
47,1,120.15,4,2,3,423,잠재적 충성고객
136,1,122.61,1,2,3,123,이탈 고객
77,1,242.11,3,2,4,324,관심 고객
49,1,345.92,4,2,5,425,관심 고객
113,1,247.28,2,2,4,224,이탈 위험 고객
28,1,114.0,5,2,3,523,관심 고객
112,1,202.76,2,2,4,224,이탈 위험 고객
115,1,108.31,2,2,3,223,이탈 고객
102,1,56.61,2,2,1,221,이탈 위험 고객
63,1,410.53,3,2,5,325,관심 고객
44,1,203.3,4,2,4,424,관심 고객
78,1,56.99,3,2,1,321,이탈 위험 고객
91,1,124.73,2,2,3,223,이탈 고객
128,1,471.84,1,2,5,125,이탈 위험 고객
78,1,420.29,3,2,5,325,관심 고객
29,1,429.64,5,2,5,525,관심 고객
101,1,126.74,2,2,3,223,이탈 고객
95,1,21.16,2,2,1,221,이탈 위험 고객
65,1,35.84,3,2,1,321,이탈 위험 고객
29,1,70.97,5,2,2,522,관심 고객
15,1,123.07,5,2,3,523,관심 고객
33,1,249.61,4,2,4,424,관심 고객
34,1,63.03,4,2,2,422,신규 고객
126,1,73.68,1,2,2,122,이탈 고객
48,1,108.42,4,2,3,423,잠재적 충성고객
151,1,132.84,1,2,3,123,이탈 고객
86,1,94.55,3,2,2,322,이탈 고객
41,1,43.4,4,2,1,421,신규 고객
24,1,153.96,5,2,4,524,관심 고객
7,1,62.65,5,2,2,522,관심 고객
56,1,177.89,4,2,4,424,관심 고객
139,1,73.27,1,2,2,122,이탈 고객
120,1,152.42,1,2,4,124,이탈 위험 고객
81,1,524.48,3,2,5,325,관심 고객
20,1,193.84,5,2,4,524,관심 고객
64,1,419.03,3,2,5,325,관심 고객
50,1,303.54,4,2,5,425,관심 고객
134,1,53.61,1,2,1,121,이탈 고객
61,1,739.34,3,2,5,325,관심 고객
114,1,53.22,2,2,1,221,이탈 위험 고객
42,1,65.44,4,2,2,422,신규 고객
130,1,35.68,1,2,1,121,이탈 고객
130,1,108.41,1,2,3,123,이탈 고객
26,1,125.64,5,2,3,523,관심 고객
108,1,92.9,2,2,2,222,이탈 고객
38,1,97.59,4,2,2,422,신규 고객
112,1,76.86,2,2,2,222,이탈 고객
86,1,112.2,3,2,3,323,잠재적 충성고객
7,1,97.65,5,2,3,523,관심 고객
73,1,31.13,3,2,1,321,이탈 위험 고객
128,1,128.21,1,2,3,123,이탈 고객
20,1,34.85,5,2,1,521,관심 고객
99,1,161.46,2,2,4,224,이탈 위험 고객
79,1,31.72,3,2,1,321,이탈 위험 고객
73,1,139.24,3,2,3,323,잠재적 충성고객
46,1,519.91,4,2,5,425,관심 고객
69,1,94.77,3,2,2,322,이탈 고객
95,1,150.83,2,2,4,224,이탈 위험 고객
64,1,518.3,3,2,5,325,관심 고객
145,1,852.49,1,2,5,125,이탈 위험 고객
79,1,297.15,3,2,5,325,관심 고객
113,1,70.66,2,2,2,222,이탈 고객
41,1,121.9,4,2,3,423,잠재적 충성고객
7,1,64.35,5,2,2,522,관심 고객
21,1,21.36,5,2,1,521,관심 고객
8,1,33.93,5,2,1,521,관심 고객
52,1,104.7,4,2,3,423,잠재적 충성고객
19,1,197.35,5,2,4,524,관심 고객
32,1,84.58,4,2,2,422,신규 고객
17,1,122.56,5,2,3,523,관심 고객
141,1,118.66,1,2,3,123,이탈 고객
50,1,74.48,4,2,2,422,신규 고객
114,1,45.13,2,2,1,221,이탈 위험 고객
24,1,589.42,5,2,5,525,관심 고객
121,1,188.1,1,2,4,124,이탈 위험 고객
19,1,51.19,5,2,1,521,관심 고객
132,1,83.03,1,2,2,122,이탈 고객
60,1,151.93,3,2,4,324,관심 고객
78,1,213.97,3,2,4,324,관심 고객
102,1,837.1500000000001,2,2,5,225,이탈 위험 고객
44,1,118.35,4,2,3,423,잠재적 충성고객
115,1,33.24,2,2,1,221,이탈 위험 고객
63,1,193.98,3,2,4,324,관심 고객
23,1,139.56,5,2,3,523,관심 고객
31,1,436.38,4,2,5,425,관심 고객
109,1,64.23,2,2,2,222,이탈 고객
102,1,69.97,2,2,2,222,이탈 고객
130,1,766.5,1,2,5,125,이탈 위험 고객
35,1,93.65,4,2,2,422,신규 고객
121,1,114.23,1,2,3,123,이탈 고객
134,1,95.34,1,2,2,122,이탈 고객
97,1,208.2,2,2,4,224,이탈 위험 고객
132,1,114.69,1,2,3,123,이탈 고객
128,1,27.48,1,2,1,121,이탈 고객
24,1,66.75,5,2,2,522,관심 고객
133,1,281.84,1,2,5,125,이탈 위험 고객
105,1,54.38,2,2,1,221,이탈 위험 고객
108,1,109.69,2,2,3,223,이탈 고객
126,1,119.12,1,2,3,123,이탈 고객
95,1,169.52,2,2,4,224,이탈 위험 고객
114,1,80.6,2,2,2,222,이탈 고객
129,1,311.96,1,2,5,125,이탈 위험 고객
45,1,175.3,4,2,4,424,관심 고객
136,1,68.95,1,2,2,122,이탈 고객
24,1,164.97,5,2,4,524,관심 고객
121,1,66.01,1,2,2,122,이탈 고객
139,1,93.39,1,2,2,122,이탈 고객
89,1,133.18,2,2,3,223,이탈 고객
107,1,32.29,2,2,1,221,이탈 위험 고객
31,1,234.61,4,2,4,424,관심 고객
102,1,48.78,2,2,1,221,이탈 위험 고객
51,1,774.1800000000001,4,2,5,425,관심 고객
86,1,46.13,3,2,1,321,이탈 위험 고객
26,1,56.6,5,2,1,521,관심 고객
81,1,645.26,3,2,5,325,관심 고객
72,1,649.86,3,2,5,325,관심 고객
17,1,78.52,5,2,2,522,관심 고객
126,1,100.27,1,2,3,123,이탈 고객
102,1,152.38,2,2,4,224,이탈 위험 고객
124,1,69.9,1,2,2,122,이탈 고객
85,1,1180.51,3,2,5,325,관심 고객
134,1,323.74,1,2,5,125,이탈 위험 고객
23,1,414.36,5,2,5,525,관심 고객
29,1,128.89,5,2,3,523,관심 고객
118,1,214.63,1,2,4,124,이탈 위험 고객
31,1,78.18,4,2,2,422,신규 고객
101,1,35.38,2,2,1,221,이탈 위험 고객
21,1,54.58,5,2,1,521,관심 고객
56,1,106.89,4,2,3,423,잠재적 충성고객
104,1,145.79,2,2,3,223,이탈 고객
88,1,168.92,3,2,4,324,관심 고객
109,1,142.33,2,2,3,223,이탈 고객
133,1,135.89,1,2,3,123,이탈 고객
42,1,491.8,4,2,5,425,관심 고객
127,1,244.45,1,2,4,124,이탈 위험 고객
131,1,92.5,1,2,2,122,이탈 고객
39,1,85.81,4,2,2,422,신규 고객
129,1,120.03,1,2,3,123,이탈 고객
128,1,349.72,1,2,5,125,이탈 위험 고객
102,1,217.28,2,2,4,224,이탈 위험 고객
74,1,77.12,3,2,2,322,이탈 고객
125,1,61.69,1,2,2,122,이탈 고객
45,1,96.55,4,2,2,422,신규 고객
41,1,126.26,4,2,3,423,잠재적 충성고객
22,1,339.03,5,2,5,525,관심 고객
45,1,85.58,4,2,2,422,신규 고객
109,1,175.04,2,2,4,224,이탈 위험 고객
13,1,153.61,5,2,4,524,관심 고객
19,1,571.95,5,2,5,525,관심 고객
107,1,152.62,2,2,4,224,이탈 위험 고객
80,1,113.25,3,2,3,323,잠재적 충성고객
9,1,209.42,5,2,4,524,관심 고객
85,1,477.09,3,2,5,325,관심 고객
118,1,292.39,1,2,5,125,이탈 위험 고객
114,1,292.39,2,2,5,225,이탈 위험 고객
39,1,1716.12,4,2,5,425,관심 고객
45,1,260.5,4,2,5,425,관심 고객
23,1,217.55,5,2,4,524,관심 고객
120,1,113.31,1,2,3,123,이탈 고객
134,1,75.85,1,2,2,122,이탈 고객
14,1,1789.02,5,2,5,525,관심 고객
66,1,131.37,3,2,3,323,잠재적 충성고객
129,1,46.31,1,2,1,121,이탈 고객
49,1,85.58,4,2,2,422,신규 고객
24,1,40.28,5,2,1,521,관심 고객
85,1,67.06,3,2,2,322,이탈 고객
106,1,36.39,2,2,1,221,이탈 위험 고객
42,1,161.37,4,2,4,424,관심 고객
73,1,99.74,3,2,3,323,잠재적 충성고객
39,1,109.72,4,2,3,423,잠재적 충성고객
129,1,144.58,1,2,3,123,이탈 고객
65,1,374.3,3,2,5,325,관심 고객
10,1,162.12,5,2,4,524,관심 고객
74,1,315.16999999999996,3,2,5,325,관심 고객
140,1,46.96,1,2,1,121,이탈 고객
44,1,98.56,4,2,3,423,잠재적 충성고객
107,1,170.54,2,2,4,224,이탈 위험 고객
115,1,314.53,2,2,5,225,이탈 위험 고객
3,1,22.38,5,2,1,521,관심 고객
29,1,892.75,5,2,5,525,관심 고객
115,1,57.29,2,2,1,221,이탈 위험 고객
14,1,63.99,5,2,2,522,관심 고객
116,1,149.86,2,2,4,224,이탈 위험 고객
34,1,170.0,4,2,4,424,관심 고객
119,1,98.44,1,2,3,123,이탈 고객
31,1,923.85,4,2,5,425,관심 고객
136,1,95.31,1,2,2,122,이탈 고객
120,1,69.97,1,2,2,122,이탈 고객
105,1,963.35,2,2,5,225,이탈 위험 고객
86,1,102.53,3,2,3,323,잠재적 충성고객
116,1,202.36,2,2,4,224,이탈 위험 고객
109,1,219.77,2,2,4,224,이탈 위험 고객
22,1,288.82,5,2,5,525,관심 고객
12,1,369.22,5,2,5,525,관심 고객
106,1,148.78,2,2,3,223,이탈 고객
63,1,153.61,3,2,4,324,관심 고객
52,1,111.12,4,2,3,423,잠재적 충성고객
86,1,78.1,3,2,2,322,이탈 고객
23,1,377.42,5,2,5,525,관심 고객
108,1,62.01,2,2,2,222,이탈 고객
126,1,108.21,1,2,3,123,이탈 고객
26,1,73.05,5,2,2,522,관심 고객
18,1,119.19,5,2,3,523,관심 고객
77,1,56.88,3,2,1,321,이탈 위험 고객
63,1,114.91,3,2,3,323,잠재적 충성고객
120,1,142.54,1,2,3,123,이탈 고객
38,1,87.2,4,2,2,422,신규 고객
22,2,317.12,5,5,5,555,충성 고객
113,1,34.43,2,2,1,221,이탈 위험 고객
130,1,313.53,1,2,5,125,이탈 위험 고객
11,1,131.38,5,2,3,523,관심 고객
95,1,73.96000000000001,2,2,2,222,이탈 고객
30,1,27.39,5,2,1,521,관심 고객
9,1,48.21,5,2,1,521,관심 고객
136,1,136.6,1,2,3,123,이탈 고객
100,1,108.68,2,2,3,223,이탈 고객
163,1,28.73,1,2,1,121,이탈 고객
102,2,919.21,2,5,5,255,이탈 위험 고객
135,1,35.77,1,2,1,121,이탈 고객
27,1,265.84,5,2,5,525,관심 고객
24,1,117.73,5,2,3,523,관심 고객
68,1,48.21,3,2,1,321,이탈 위험 고객
14,1,67.44,5,2,2,522,관심 고객
147,1,81.04,1,2,2,122,이탈 고객
10,1,73.29,5,2,2,522,관심 고객
114,1,87.43,2,2,2,222,이탈 고객
63,1,561.66,3,2,5,325,관심 고객
15,1,57.1,5,2,1,521,관심 고객
136,1,80.11,1,2,2,122,이탈 고객
102,1,165.9,2,2,4,224,이탈 위험 고객
18,1,1291.39,5,2,5,525,관심 고객
91,1,45.39,2,2,1,221,이탈 위험 고객
132,1,74.4,1,2,2,122,이탈 고객
44,1,602.76,4,2,5,425,관심 고객
44,1,193.2,4,2,4,424,관심 고객
120,1,68.98,1,2,2,122,이탈 고객
96,1,22.69,2,2,1,221,이탈 위험 고객
93,1,205.99,2,2,4,224,이탈 위험 고객
130,1,255.38,1,2,5,125,이탈 위험 고객
74,1,122.93,3,2,3,323,잠재적 충성고객
40,1,265.94,4,2,5,425,관심 고객
20,1,65.43,5,2,2,522,관심 고객
66,1,139.11,3,2,3,323,잠재적 충성고객
111,1,275.4,2,2,5,225,이탈 위험 고객
112,1,146.68,2,2,3,223,이탈 고객
66,1,53.35,3,2,1,321,이탈 위험 고객
32,1,98.05,4,2,3,423,잠재적 충성고객
107,1,88.92,2,2,2,222,이탈 고객
126,1,60.29,1,2,2,122,이탈 고객
38,1,123.42,4,2,3,423,잠재적 충성고객
75,1,56.88,3,2,1,321,이탈 위험 고객
48,1,81.44,4,2,2,422,신규 고객
93,1,20.19,2,2,1,221,이탈 위험 고객
101,1,136.71,2,2,3,223,이탈 고객
28,1,314.08,5,2,5,525,관심 고객
85,1,34.78,3,2,1,321,이탈 위험 고객
108,1,42.44,2,2,1,221,이탈 위험 고객
56,1,72.05,4,2,2,422,신규 고객
38,1,1294.26,4,2,5,425,관심 고객
12,1,66.44,5,2,2,522,관심 고객
42,1,41.13,4,2,1,421,신규 고객
125,1,99.43,1,2,3,123,이탈 고객
127,1,672.4,1,2,5,125,이탈 위험 고객
133,1,62.22,1,2,2,122,이탈 고객
